TimeGenerated,RemoteIP,AccountName,DeviceName,ActionType,LogonType
"Sep 1, 2026 11:56:48 PM",163.223.18.58,office,sql-labuser,LogonFailed,Network
"Sep 1, 2026 11:57:46 PM",163.223.18.58,info,sql-labuser,LogonFailed,Network
"Sep 1, 2026 11:58:22 PM",103.212.182.194,admin,sql-labuser,LogonFailed,Network
"Sep 1, 2026 11:58:43 PM",163.223.18.58,service,sql-labuser,LogonFailed,Network
"Sep 1, 2026 11:59:45 PM",163.223.18.58,remote,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:00:39 AM",163.223.18.58,pc,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:00:51 AM",103.212.182.194,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:01:36 AM",163.223.18.58,sysadmin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:02:09 AM",91.124.19.250,admin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:02:33 AM",163.223.18.58,sys,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:02:43 AM",103.212.182.194,admin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:03:22 AM",103.212.182.194,office,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:03:30 AM",163.223.18.58,test,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:03:53 AM",91.124.19.250,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:04:22 AM",163.223.18.58,temp,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:05:16 AM",163.223.18.58,test1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:05:35 AM",91.124.19.250,office,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:05:44 AM",103.212.182.194,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:05:52 AM",103.212.182.194,info,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:06:09 AM",163.223.18.58,user2,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:07:03 AM",163.223.18.58,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:07:19 AM",91.124.19.250,info,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:07:55 AM",163.223.18.58,scan,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:08:17 AM",103.212.182.194,service,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:08:38 AM",103.212.182.194,pc,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:08:52 AM",163.223.18.58,director,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:08:59 AM",91.124.19.250,service,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:09:45 AM",163.223.18.58,user1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:10:41 AM",91.124.19.250,remote,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:10:42 AM",103.212.182.194,remote,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:10:43 AM",163.223.18.58,root,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:11:32 AM",103.212.182.194,a,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:11:36 AM",163.223.18.58,besadmin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:12:23 AM",91.124.19.250,pc,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:12:31 AM",163.223.18.58,backup,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:13:03 AM",103.212.182.194,pc,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:13:25 AM",163.223.18.58,student,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:14:00 AM",91.124.19.250,sysadmin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:14:20 AM",163.223.18.58,remoto,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:14:21 AM",103.212.182.194,1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:15:14 AM",163.223.18.58,support,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:15:25 AM",103.212.182.194,sysadmin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:15:40 AM",91.124.19.250,sys,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:16:08 AM",163.223.18.58,test2,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:17:03 AM",163.223.18.58,user5,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:17:11 AM",103.212.182.194,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:17:15 AM",91.124.19.250,test,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:17:46 AM",103.212.182.194,sys,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:17:54 AM",163.223.18.58,user3,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:18:47 AM",163.223.18.58,demo,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:18:53 AM",91.124.19.250,temp,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:19:39 AM",163.223.18.58,system,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:20:00 AM",103.212.182.194,administrator2,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:20:06 AM",103.212.182.194,test,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:20:27 AM",91.124.19.250,test1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:20:37 AM",163.223.18.58,adm,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:21:28 AM",163.223.18.58,user4,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:22:01 AM",91.124.19.250,user2,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:22:22 AM",163.223.18.58,admin2,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:22:24 AM",103.212.182.194,temp,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:22:46 AM",103.212.182.194,admin2,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:23:12 AM",163.223.18.58,sqladmin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:23:35 AM",91.124.19.250,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:24:04 AM",163.223.18.58,1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:24:43 AM",103.212.182.194,test1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:24:57 AM",163.223.18.58,scanner,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:25:07 AM",91.124.19.250,scan,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:25:30 AM",103.212.182.194,test,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:25:49 AM",163.223.18.58,manager,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:26:39 AM",163.223.18.58,boss,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:26:42 AM",91.124.19.250,director,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:26:58 AM",103.212.182.194,user2,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:27:30 AM",163.223.18.58,user6,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:28:16 AM",91.124.19.250,user1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:28:16 AM",103.212.182.194,desktop,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:28:21 AM",163.223.18.58,default,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:29:14 AM",103.212.182.194,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:29:14 AM",163.223.18.58,123,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:29:48 AM",91.124.19.250,root,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:30:07 AM",163.223.18.58,user01,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:30:59 AM",163.223.18.58,admin1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:31:01 AM",103.212.182.194,laptop,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:31:19 AM",91.124.19.250,besadmin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:31:30 AM",103.212.182.194,scan,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:31:49 AM",163.223.18.58,guard,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:32:38 AM",163.223.18.58,ftp,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:32:47 AM",91.124.19.250,backup,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:33:29 AM",163.223.18.58,david,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:33:43 AM",103.212.182.194,director,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:34:17 AM",91.124.19.250,student,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:34:19 AM",163.223.18.58,master,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:35:12 AM",163.223.18.58,pos,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:35:46 AM",91.124.19.250,remoto,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:35:52 AM",103.212.182.194,user1,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:36:05 AM",163.223.18.58,system32,sql-labuser,LogonFailed,Network
"Sep 2, 2026 12:36:17 AM",103.212.182.194,admin,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:34:54 AM",-,umfd-0,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 8:34:54 AM",,umfd-0,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 8:34:54 AM",-,umfd-1,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 8:34:54 AM",,umfd-1,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 8:34:55 AM",-,dwm-1,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 8:34:55 AM",,dwm-1,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 8:34:55 AM",,dwm-1,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 8:35:49 AM",,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 8:35:49 AM",10.0.8.11,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 8:35:51 AM",-,umfd-2,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 8:35:51 AM",,umfd-2,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 8:35:51 AM",-,dwm-2,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 8:35:51 AM",,dwm-2,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 8:35:51 AM",,dwm-2,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 8:35:51 AM",,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 8:35:51 AM",10.0.8.11,sql-labuser,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 8:35:51 AM",10.0.8.11,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 8:36:11 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:37:00 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:37:04 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:37:56 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:05 AM",77.83.38.24,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:05 AM",77.83.38.24,system,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:05 AM",77.83.38.24,defaultaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:06 AM",77.83.38.24,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:07 AM",77.83.38.24,wdagutilityaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:25 AM",80.94.95.221,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:45 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:38:49 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:39:41 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:40:32 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:42:18 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:42:29 AM",77.83.38.24,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:42:30 AM",77.83.38.24,wdagutilityaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:42:30 AM",77.83.38.24,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:42:30 AM",77.83.38.24,system,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:42:31 AM",77.83.38.24,defaultaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:44:04 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:45:46 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:46:12 AM",80.94.95.221,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:47:31 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:49:16 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:51:01 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:51:12 AM",77.83.38.24,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:51:13 AM",77.83.38.24,system,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:51:13 AM",77.83.38.24,wdagutilityaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:51:13 AM",77.83.38.24,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:51:14 AM",77.83.38.24,defaultaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:52:46 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:53:58 AM",80.94.95.221,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:54:30 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:56:14 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:58:00 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:59:47 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:59:58 AM",77.83.38.24,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:59:58 AM",77.83.38.24,wdagutilityaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:59:59 AM",77.83.38.24,system,sql-labuser,LogonFailed,Network
"Sep 2, 2026 8:59:59 AM",77.83.38.24,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:00:00 AM",77.83.38.24,defaultaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:01:33 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:01:44 AM",80.94.95.221,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:03:16 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:50 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:51 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:51 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:51 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:51 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:51 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:51 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:52 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:52 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:52 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:52 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:52 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:52 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:53 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:53 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:53 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:53 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:53 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:53 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:53 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:54 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:54 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:54 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:54 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:54 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:54 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:55 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:55 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:04:55 AM",103.103.133.93,labuser,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:05:02 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:06:48 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:08:33 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:08:46 AM",77.83.38.24,wdagutilityaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:08:46 AM",77.83.38.24,system,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:08:47 AM",77.83.38.24,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:08:47 AM",77.83.38.24,defaultaccount,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:08:47 AM",77.83.38.24,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:10:16 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:12:01 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:13:44 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:15:28 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:17:12 AM",77.83.38.24,administrator,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:17:30 AM",77.83.38.24,server,sql-labuser,LogonFailed,Network
"Sep 2, 2026 9:17:30 AM",77.83.38.24,user,sql-labuser,LogonFailed,Network
"Sep 2, 2026 10:48:17 AM",,administrator,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 10:48:17 AM",80.66.83.80,administrator,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 10:48:19 AM",-,umfd-3,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 10:48:19 AM",,umfd-3,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 10:48:19 AM",-,dwm-3,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 10:48:19 AM",,dwm-3,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 10:48:19 AM",,dwm-3,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 10:50:58 AM",80.66.83.80,administrator,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 10:50:59 AM",-,umfd-4,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 10:50:59 AM",,umfd-4,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 10:50:59 AM",-,dwm-4,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 10:50:59 AM",,dwm-4,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 10:50:59 AM",,dwm-4,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:09:59 PM",,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 12:09:59 PM",10.0.8.9,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 12:10:00 PM",-,umfd-3,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:10:00 PM",,umfd-3,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:10:00 PM",-,dwm-3,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:10:00 PM",,dwm-3,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:10:00 PM",,dwm-3,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:10:01 PM",,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 12:10:01 PM",10.0.8.9,sql-labuser,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:10:01 PM",10.0.8.9,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 12:20:26 PM",10.0.8.5,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 12:20:27 PM",-,umfd-5,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:20:27 PM",,umfd-5,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:20:27 PM",-,dwm-5,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:20:27 PM",,dwm-5,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:20:27 PM",,dwm-5,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:20:28 PM",10.0.8.5,sql-labuser,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:20:28 PM",10.0.8.5,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 12:28:26 PM",,administrator,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 12:28:26 PM",76.22.125.130,administrator,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 12:28:28 PM",76.22.125.130,administrator,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 12:28:29 PM",-,umfd-6,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:28:29 PM",,umfd-6,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:28:29 PM",-,dwm-6,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:28:29 PM",,dwm-6,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:28:29 PM",,dwm-6,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 12:28:30 PM",,administrator,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 12:28:30 PM",76.22.125.130,administrator,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 12:28:30 PM",76.22.125.130,administrator,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 12:28:30 PM",76.22.125.130,administrator,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 12:30:39 PM",77.83.38.24,administrator,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 1:14:50 PM",,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 1:14:50 PM",10.0.8.5,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 1:14:51 PM",-,umfd-7,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 1:14:51 PM",,umfd-7,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 1:14:51 PM",-,dwm-7,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 1:14:51 PM",,dwm-7,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 1:14:51 PM",,dwm-7,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 1:14:52 PM",,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 1:14:52 PM",10.0.8.5,sql-labuser,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 1:14:52 PM",10.0.8.5,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 1:15:06 PM",10.0.8.7,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 1:15:07 PM",-,umfd-8,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 1:15:07 PM",,umfd-8,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 1:15:07 PM",-,dwm-8,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 1:15:07 PM",,dwm-8,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 1:15:07 PM",,dwm-8,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 1:15:08 PM",10.0.8.7,sql-labuser,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 1:15:08 PM",10.0.8.7,sql-labuser,sql-labuser,LogonSuccess,RemoteInteractive
"Sep 2, 2026 6:12:42 PM",-,umfd-0,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 6:12:42 PM",,umfd-0,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 6:12:42 PM",-,umfd-1,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 6:12:42 PM",,umfd-1,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 6:12:42 PM",-,dwm-1,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 6:12:42 PM",,dwm-1,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 6:12:42 PM",,dwm-1,sql-labuser,LogonSuccess,Interactive
"Sep 2, 2026 6:13:58 PM",,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 6:13:58 PM",10.0.8.11,sql-labuser,sql-labuser,LogonSuccess,Network
"Sep 2, 2026 6:14:00 PM",-,umfd-2,sql-labuser,LogonAttempted,Unknown
"Sep 2, 2026 6:14:00 PM",,umfd-2,sql-labuser,LogonSuccess,Interactive
