TimeGenerated,AccountName,DeviceName,ProcessCommandLine,InitiatingProcessCommandLine,FolderPath,FileName
"Sep 12, 2026 1:51:02 AM",system,sql-labuser,"""SenseIR.exe"" ""OfflineSenseIR"" ""3312"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MjMwOH0=""",MsSense.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe,SenseIR.exe
"Sep 12, 2026 1:50:39 AM",system,sql-labuser,dxgiadaptercache.exe,svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\dxgiadaptercache.exe,dxgiadaptercache.exe
"Sep 12, 2026 1:50:37 AM",system,sql-labuser,powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy RemoteSigned -File C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.ps1 -StartAsyncProcess ,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.cmd""""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe
"Sep 12, 2026 1:50:37 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.cmd""""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:37 AM",system,sql-labuser,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.cmd""""",WindowsAzureGuestAgent.exe,C:\Windows\System32\cmd.exe,cmd.exe
"Sep 12, 2026 1:50:37 AM",system,sql-labuser,"JsonVMAccessExtension.exe  ""enable""","cmd.exe /c """"C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\enable.cmd""""",C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\bin\JsonVMAccessExtension.exe,JsonVMAccessExtension.exe
"Sep 12, 2026 1:50:37 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\enable.cmd""""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:37 AM",system,sql-labuser,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\enable.cmd""""",WindowsAzureGuestAgent.exe,C:\Windows\System32\cmd.exe,cmd.exe
"Sep 12, 2026 1:50:36 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""AzureMonitorAgentExtension.exe"" enable",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:36 AM",system,sql-labuser,"""AzureMonitorAgentExtension.exe"" enable",WindowsAzureGuestAgent.exe,C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\AzureMonitorAgentExtension.exe,AzureMonitorAgentExtension.exe
"Sep 12, 2026 1:50:29 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,cmd.exe,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:29 AM",system,sql-labuser,cmd.exe,"""CollectGuestLogs.exe"" -Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\VMAgentLogs.zip",C:\Windows\System32\cmd.exe,cmd.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,powershell.exe  -NoProfile -NonInteractive -ExecutionPolicy RemoteSigned -File C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.ps1 -StartAsyncProcess ,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.cmd""""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.cmd""""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,AMAExtHealthMonitor.exe Global\AMA-HealthMonitor-ShutdownEvent AzureMonitorAgent-ResetEvent enable,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,AMAExtHealthMonitor.exe Global\AMA-HealthMonitor-ShutdownEvent AzureMonitorAgent-ResetEvent enable,"""AzureMonitorAgentExtension.exe"" enable",C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\AMAExtHealthMonitor.exe,AMAExtHealthMonitor.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\bin\enable.cmd""""",WindowsAzureGuestAgent.exe,C:\Windows\System32\cmd.exe,cmd.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,"JsonVMAccessExtension.exe  ""enable""","cmd.exe /c """"C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\enable.cmd""""",C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\bin\JsonVMAccessExtension.exe,JsonVMAccessExtension.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""AzureMonitorAgentExtension.exe"" enable",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,"""AzureMonitorAgentExtension.exe"" enable",WindowsAzureGuestAgent.exe,C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\AzureMonitorAgentExtension.exe,AzureMonitorAgentExtension.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\enable.cmd""""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:18 AM",system,sql-labuser,"cmd.exe /c """"C:\Packages\Plugins\Microsoft.Compute.VMAccessAgent\2.4.14\enable.cmd""""",WindowsAzureGuestAgent.exe,C:\Windows\System32\cmd.exe,cmd.exe
"Sep 12, 2026 1:50:14 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""CollectGuestLogs.exe"" -Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\VMAgentLogs.zip",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:14 AM",system,sql-labuser,"""CollectGuestLogs.exe"" -Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\VMAgentLogs.zip",WaAppAgent.exe,C:\WindowsAzure\Packages\CollectGuestLogs.exe,CollectGuestLogs.exe
"Sep 12, 2026 1:50:14 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""WaSecAgentProv.exe"" -startPoll C:\WindowsAzure\Logs\ 168.63.129.16 5248000 3600000 21600000",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:14 AM",system,sql-labuser,"""WaSecAgentProv.exe"" -startPoll C:\WindowsAzure\Logs\ 168.63.129.16 5248000 3600000 21600000",WaAppAgent.exe,C:\WindowsAzure\SecAgent\WaSecAgentProv.exe,WaSecAgentProv.exe
"Sep 12, 2026 1:50:14 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""FindVolume.exe"" /label ""Temporary Storage""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:14 AM",system,sql-labuser,"""FindVolume.exe"" /label ""Temporary Storage""",WaAppAgent.exe,C:\WindowsAzure\Packages\FindVolume\FindVolume.exe,FindVolume.exe
"Sep 12, 2026 1:50:14 AM",system,sql-labuser,WmiApSrv.exe,services.exe,C:\Windows\System32\wbem\WmiApSrv.exe,WmiApSrv.exe
"Sep 12, 2026 1:50:13 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""MpCmdRun.exe"" -RegisterWmiSchema -Root ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:13 AM",system,sql-labuser,"""MpCmdRun.exe"" -RegisterWmiSchema -Root ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0""",MsMpEng.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
"Sep 12, 2026 1:50:13 AM",local service,sql-labuser,NisSrv.exe,services.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\NisSrv.exe,NisSrv.exe
"Sep 12, 2026 1:50:13 AM",system,sql-labuser,WmiApSrv.exe,services.exe,C:\Windows\System32\wbem\WmiApSrv.exe,WmiApSrv.exe
"Sep 12, 2026 1:50:08 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""logman.exe"" start RTEvents",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:08 AM",system,sql-labuser,"""logman.exe"" start RTEvents",WaAppAgent.exe,C:\Windows\System32\logman.exe,logman.exe
"Sep 12, 2026 1:50:08 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""logman.exe"" create trace RTEvents -max 50 -f bincirc -o C:\WindowsAzure\Logs\RuntimeEvents.etl -pf C:\WindowsAzure\Packages\ProviderGuids.txt",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:08 AM",system,sql-labuser,"""logman.exe"" create trace RTEvents -max 50 -f bincirc -o C:\WindowsAzure\Logs\RuntimeEvents.etl -pf C:\WindowsAzure\Packages\ProviderGuids.txt",WaAppAgent.exe,C:\Windows\System32\logman.exe,logman.exe
"Sep 12, 2026 1:50:06 AM",system,sql-labuser,"""SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe1_ Global\UsGthrCtrlFltPipeMssGthrPipe1 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",SearchIndexer.exe /Embedding,C:\Windows\System32\SearchProtocolHost.exe,SearchProtocolHost.exe
"Sep 12, 2026 1:50:05 AM",local service,sql-labuser,"""SenseNdr.exe"" -",MsSense.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe,SenseNdr.exe
"Sep 12, 2026 1:50:05 AM",system,sql-labuser,wmiprvse.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\wbem\WmiPrvSE.exe,WmiPrvSE.exe
"Sep 12, 2026 1:50:05 AM",system,sql-labuser,SearchIndexer.exe /Embedding,services.exe,C:\Windows\System32\SearchIndexer.exe,SearchIndexer.exe
"Sep 12, 2026 1:50:05 AM",system,sql-labuser,-,MsSense.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseTVM.exe,SenseTVM.exe
"Sep 12, 2026 1:50:03 AM",local service,sql-labuser,"""SenseNdr.exe"" -",MsSense.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe,SenseNdr.exe
"Sep 12, 2026 1:50:03 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""FindVolume.exe"" /label ""Temporary Storage""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:50:03 AM",system,sql-labuser,"""FindVolume.exe"" /label ""Temporary Storage""",WindowsAzureGuestAgent.exe,C:\WindowsAzure\Packages\FindVolume\FindVolume.exe,FindVolume.exe
"Sep 12, 2026 1:50:02 AM",system,sql-labuser,"""SenseImdsCollector.exe"" 1 1",MsSense.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseImdsCollector.exe,SenseImdsCollector.exe
"Sep 12, 2026 1:01:22 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""WaSecAgentProv.exe"" -stopPoll C:\WindowsAzure\Logs\ 5248000",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 1:01:22 AM",system,sql-labuser,"""WaSecAgentProv.exe"" -stopPoll C:\WindowsAzure\Logs\ 5248000",WaAppAgent.exe,C:\WindowsAzure\SecAgent\WaSecAgentProv.exe,WaSecAgentProv.exe
"Sep 12, 2026 1:01:04 AM",system,sql-labuser,"""SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe2_ Global\UsGthrCtrlFltPipeMssGthrPipe2 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",SearchIndexer.exe /Embedding,C:\Windows\System32\SearchProtocolHost.exe,SearchProtocolHost.exe
"Sep 12, 2026 12:56:34 AM",system,sql-labuser,"""MicrosoftEdgeUpdate.exe"" /ua /installsource core","""MicrosoftEdgeUpdate.exe"" /c",C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,MicrosoftEdgeUpdate.exe
"Sep 12, 2026 12:52:55 AM",system,sql-labuser,"cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Windows\SystemTemp\RES5F0C.tmp"" ""c:\Windows\SystemTemp\upnuu0jw\CSC18453A5C83E444CFBF86CFE84E2F1F85.TMP""","""csc.exe"" /noconfig /fullpaths @""C:\Windows\SystemTemp\upnuu0jw\upnuu0jw.cmdline""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,cvtres.exe
"Sep 12, 2026 12:52:55 AM",system,sql-labuser,"""csc.exe"" /noconfig /fullpaths @""C:\Windows\SystemTemp\upnuu0jw\upnuu0jw.cmdline""","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8}else {chcp 65001}; &  'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8839.16685300.0.16685300-f8c8ffbe8abad62c9ee2ee38b06bf26edb5be29d\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1' }""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,csc.exe
"Sep 12, 2026 12:52:45 AM",system,sql-labuser,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8}else {chcp 65001}; &  'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8839.16685300.0.16685300-f8c8ffbe8abad62c9ee2ee38b06bf26edb5be29d\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1' }""","""SenseIR.exe"" ""OfflineSenseIR"" ""1240"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzI2MH0=""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe
"Sep 12, 2026 12:52:34 AM",system,sql-labuser,"""SenseIR.exe"" ""OfflineSenseIR"" ""1240"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MzI2MH0=""",MsSense.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe,SenseIR.exe
"Sep 12, 2026 12:48:07 AM",system,sql-labuser,wmiprvse.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\wbem\WmiPrvSE.exe,WmiPrvSE.exe
"Sep 12, 2026 12:48:03 AM",system,sql-labuser,TiWorker.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9441_none_a5253a19774da03c\TiWorker.exe,TiWorker.exe
"Sep 12, 2026 12:48:03 AM",system,sql-labuser,TrustedInstaller.exe,services.exe,C:\Windows\servicing\TrustedInstaller.exe,TrustedInstaller.exe
"Sep 12, 2026 12:46:06 AM",system,sql-labuser,"""MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler",svchost.exe -k netsvcs -p -s Schedule,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,MicrosoftEdgeUpdate.exe
"Sep 12, 2026 12:45:24 AM",system,sql-labuser,TiWorker.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9441_none_a5253a19774da03c\TiWorker.exe,TiWorker.exe
"Sep 12, 2026 12:45:24 AM",system,sql-labuser,TrustedInstaller.exe,services.exe,C:\Windows\servicing\TrustedInstaller.exe,TrustedInstaller.exe
"Sep 12, 2026 12:42:38 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,gc_worker.exe -a AzureWindowsVMEncryptionCompliance -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:42:38 AM",system,sql-labuser,gc_worker.exe -a AzureWindowsVMEncryptionCompliance -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,"""gc_service.exe"" -k netsvcs",C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\dsc\GC\gc_worker.exe,gc_worker.exe
"Sep 12, 2026 12:42:20 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,gc_worker.exe -a AuditSecureProtocol -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:42:20 AM",system,sql-labuser,gc_worker.exe -a AuditSecureProtocol -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,"""gc_service.exe"" -k netsvcs",C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\dsc\GC\gc_worker.exe,gc_worker.exe
"Sep 12, 2026 12:42:15 AM",system,sql-labuser,"secedit.exe /export /cfg ""C:\Windows\system32\config\systemprofile\AppData\Local\AzureSecurityPack\secedit.inf""",gc_worker.exe -a AzureWindowsBaseline -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\SecEdit.exe,SecEdit.exe
"Sep 12, 2026 12:42:07 AM",system,sql-labuser,"secedit.exe /export /cfg ""C:\Windows\system32\config\systemprofile\AppData\Local\AzureSecurityPack\secedit.inf""",gc_worker.exe -a AzureWindowsBaseline -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\SecEdit.exe,SecEdit.exe
"Sep 12, 2026 12:42:02 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,gc_worker.exe -a AzureWindowsBaseline -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:42:02 AM",system,sql-labuser,gc_worker.exe -a AzureWindowsBaseline -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,"""gc_service.exe"" -k netsvcs",C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\dsc\GC\gc_worker.exe,gc_worker.exe
"Sep 12, 2026 12:41:50 AM",network service,sql-labuser,"""MpCmdRun.exe"" GetDeviceTicket -AccessKey 9E5C16E4-5939-56BE-52FE-FF0AE061A3B1 ",MsMpEng.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
"Sep 12, 2026 12:41:38 AM",system,sql-labuser,"""powershell.exe"" -noninteractive -outputFormat xml -NonInteractive -encodedCommand IABbAEUAbgB2AGkAcgBvAG4AbQBlAG4AdABdADoAOgBPAFMAVgBlAHIAcwBpAG8AbgAuAFYAZQByAHMAaQBvAG4AIAA= -inputFormat xml",gc_worker.exe -a WindowsDefenderExploitGuard -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe
"Sep 12, 2026 12:41:18 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""powershell.exe"" -noninteractive -outputFormat xml -NonInteractive -encodedCommand IABbAEUAbgB2AGkAcgBvAG4AbQBlAG4AdABdADoAOgBPAFMAVgBlAHIAcwBpAG8AbgAuAFYAZQByAHMAaQBvAG4AIAA= -inputFormat xml",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:41:18 AM",system,sql-labuser,"""powershell.exe"" -noninteractive -outputFormat xml -NonInteractive -encodedCommand IABbAEUAbgB2AGkAcgBvAG4AbQBlAG4AdABdADoAOgBPAFMAVgBlAHIAcwBpAG8AbgAuAFYAZQByAHMAaQBvAG4AIAA= -inputFormat xml",gc_worker.exe -a WindowsDefenderExploitGuard -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe
"Sep 12, 2026 12:41:06 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,gc_worker.exe -a WindowsDefenderExploitGuard -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:41:06 AM",system,sql-labuser,gc_worker.exe -a WindowsDefenderExploitGuard -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/834a8374-a5e8-436d-91db-416d47cedad2,"""gc_service.exe"" -k netsvcs",C:\Packages\Plugins\Microsoft.GuestConfiguration.ConfigurationforWindows\1.29.116.0\dsc\GC\gc_worker.exe,gc_worker.exe
"Sep 12, 2026 12:38:42 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,cmd.exe,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:38:42 AM",system,sql-labuser,cmd.exe,"""CollectGuestLogs.exe"" -Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\VMAgentLogs.zip",C:\Windows\System32\cmd.exe,cmd.exe
"Sep 12, 2026 12:38:28 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""CollectGuestLogs.exe"" -Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\VMAgentLogs.zip",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:38:28 AM",system,sql-labuser,"""CollectGuestLogs.exe"" -Mode:ga -FileName:C:\WindowsAzure\CollectGuestLogsTemp\VMAgentLogs.zip",WaAppAgent.exe,C:\WindowsAzure\Packages\CollectGuestLogs.exe,CollectGuestLogs.exe
"Sep 12, 2026 12:38:27 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""FindVolume.exe"" /label ""Temporary Storage""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:38:27 AM",system,sql-labuser,"""FindVolume.exe"" /label ""Temporary Storage""",WaAppAgent.exe,C:\WindowsAzure\Packages\FindVolume\FindVolume.exe,FindVolume.exe
"Sep 12, 2026 12:36:02 AM",system,sql-labuser,wmiprvse.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\wbem\WmiPrvSE.exe,WmiPrvSE.exe
"Sep 12, 2026 12:35:26 AM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,sdbinst.exe -m -bg,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 12, 2026 12:35:26 AM",system,sql-labuser,sdbinst.exe -m -bg,svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc,C:\Windows\System32\sdbinst.exe,sdbinst.exe
"Sep 12, 2026 12:34:59 AM",sql-labuser,sql-labuser,"""StoreDesktopExtension.exe"" -Embedding",svchost.exe -k DcomLaunch -p,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22607.1401.9.0_x64__8wekyb3d8bbwe\StoreDesktopExtension.exe,StoreDesktopExtension.exe
"Sep 12, 2026 12:34:59 AM",sql-labuser,sql-labuser,"""StoreDesktopExtension.exe"" -Embedding",svchost.exe -k DcomLaunch -p,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22607.1401.9.0_x64__8wekyb3d8bbwe\StoreDesktopExtension.exe,StoreDesktopExtension.exe
"Sep 12, 2026 12:26:45 AM",network service,sql-labuser,"""MpCmdRun.exe"" GetDeviceTicket -AccessKey EF1FC658-31CE-B955-29E2-9DB17D32F115 ",MsMpEng.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
