TimeGenerated,AccountName,DeviceName,ProcessCommandLine,InitiatingProcessCommandLine,FolderPath,FileName
"Sep 13, 2026 11:42:42 PM",sql-labuser,sql-labuser,dismhost.exe {13FD9572-DB96-4558-A4EC-B7D3CB7635EC},"""cleanmgr.exe"" /autocleanstoragesense /d C:",C:\Windows\System32\Dism\DismHost.exe,DismHost.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""MpCmdRun.exe"" -IdleTask -TaskName WdCleanup",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""MpCmdRun.exe"" -IdleTask -TaskName WdCacheMaintenance",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""MpCmdRun.exe"" -IdleTask -TaskName WdVerification",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"""MpCmdRun.exe"" Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 13, 2026 11:42:39 PM",sql-labuser,sql-labuser,"""cleanmgr.exe"" /autocleanstoragesense /d C:",svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\cleanmgr.exe,cleanmgr.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,"""MpCmdRun.exe"" -IdleTask -TaskName WdCleanup",svchost.exe -k netsvcs -p -s Schedule,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,"""MpCmdRun.exe"" -IdleTask -TaskName WdCacheMaintenance",svchost.exe -k netsvcs -p -s Schedule,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,"""MpCmdRun.exe"" -IdleTask -TaskName WdVerification",svchost.exe -k netsvcs -p -s Schedule,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
"Sep 13, 2026 11:42:39 PM",system,sql-labuser,"""MpCmdRun.exe"" Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob",svchost.exe -k netsvcs -p -s Schedule,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
"Sep 13, 2026 11:42:39 PM",sql-labuser,sql-labuser,AppHostRegistrationVerifier.exe,svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\AppHostRegistrationVerifier.exe,AppHostRegistrationVerifier.exe
"Sep 13, 2026 11:42:30 PM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,sdbinst.exe -m -bg,C:\Windows\System32\conhost.exe,conhost.exe
"Sep 13, 2026 11:42:30 PM",system,sql-labuser,sdbinst.exe -m -bg,svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc,C:\Windows\System32\sdbinst.exe,sdbinst.exe
"Sep 13, 2026 11:39:08 PM",sql-labuser,sql-labuser,taskhostw.exe -flow showtoast -checkup recoverability,svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\taskhostw.exe,taskhostw.exe
"Sep 13, 2026 11:38:48 PM",sql-labuser,sql-labuser,SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\SecurityHealth\10.0.29628.1000-0\SecurityHealthHost.exe,SecurityHealthHost.exe
"Sep 13, 2026 11:38:48 PM",sql-labuser,sql-labuser,smartscreen.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\smartscreen.exe,smartscreen.exe
"Sep 13, 2026 11:38:39 PM",sql-labuser,sql-labuser,DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},svchost.exe -k DcomLaunch -p,C:\Windows\System32\dllhost.exe,dllhost.exe
"Sep 13, 2026 11:38:39 PM",system,sql-labuser,DllHost.exe /Processid:{133EAC4F-5891-4D04-BADA-D84870380A80},svchost.exe -k DcomLaunch -p,C:\Windows\System32\dllhost.exe,dllhost.exe
"Sep 13, 2026 11:38:38 PM",system,sql-labuser,DllHost.exe /Processid:{6C752774-29FB-4E50-8BB1-97098425A77C},svchost.exe -k DcomLaunch -p,C:\Windows\System32\dllhost.exe,dllhost.exe
"Sep 13, 2026 11:38:38 PM",system,sql-labuser,wmiprvse.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\wbem\WmiPrvSE.exe,WmiPrvSE.exe
"Sep 13, 2026 11:38:38 PM",sql-labuser,sql-labuser,atbroker.exe,winlogon.exe {F420AE5E-39D0-4571-8A64-BEDC14610000},C:\Windows\System32\AtBroker.exe,AtBroker.exe
"Sep 13, 2026 11:38:37 PM",sql-labuser,sql-labuser,taskhostw.exe,svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\taskhostw.exe,taskhostw.exe
"Sep 13, 2026 11:38:37 PM",local service,sql-labuser,"""WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-29659db4-7640-439f-973c-29e5df4d3cb5 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-7bd5768f-1479-4924-aacf-0c04e38fe8bb -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-69dd00a3-ebc7-4f73-b7c8-4eb84f60ce10 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-e50393fb-69ea-4699-8a81-81827abe8827 -LifetimeId:5aa77d59-1c9c-4ea5-b210-253cbb858084 -DeviceGroupId: -HostArg:16",services.exe,C:\Windows\System32\WUDFHost.exe,WUDFHost.exe
"Sep 13, 2026 11:38:37 PM",sql-labuser,sql-labuser,rdpclip,svchost.exe -k NetworkService -s TermService,C:\Windows\System32\rdpclip.exe,rdpclip.exe
"Sep 13, 2026 11:38:37 PM",sql-labuser,sql-labuser,TSTheme.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\TSTheme.exe,TSTheme.exe
"Sep 13, 2026 11:38:37 PM",system,sql-labuser,/QuitInfo:0000000000000358;000000000000036C; ,svchost.exe -k LocalSystemNetworkRestricted -p -s TextInputManagementService,C:\Windows\System32\ctfmon.exe,ctfmon.exe
"Sep 13, 2026 11:38:37 PM",dwm-4,sql-labuser,dwm.exe,winlogon.exe {F4203DC9-CD95-4281-BE65-59AFE5730000},C:\Windows\System32\dwm.exe,dwm.exe
"Sep 13, 2026 11:38:37 PM",system,sql-labuser,"""LogonUI.exe"" /flags:0x2 /state0:0xa3c1e055 /state1:0x41c64e6d",winlogon.exe {F4203DC9-CD95-4281-BE65-59AFE5730000},C:\Windows\System32\LogonUI.exe,LogonUI.exe
"Sep 13, 2026 11:38:36 PM",umfd-4,sql-labuser,fontdrvhost.exe,winlogon.exe {F4203DC9-CD95-4281-BE65-59AFE5730000},C:\Windows\System32\fontdrvhost.exe,fontdrvhost.exe
"Sep 13, 2026 11:38:36 PM",local service,sql-labuser,"""WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-92b62a64-c999-44bf-b1a7-debcaa32549a -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-077aa417-1064-4da0-b0cd-9084c6e4230e -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-d36acf1c-22ba-4bef-a4a5-e2a8f0f635b4 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-c1698dac-0b66-494d-8f4e-95e7e883bd91 -LifetimeId:640b3040-b737-42f9-920b-90dbacc8686c -DeviceGroupId: -HostArg:16",services.exe,C:\Windows\System32\WUDFHost.exe,WUDFHost.exe
"Sep 13, 2026 11:38:36 PM",system,sql-labuser,winlogon.exe {F4203DC9-CD95-4281-BE65-59AFE5730000},smss.exe 00000124 000000cc winlogon.exe {F4203DC9-CD95-4281-BE65-59AFE5730000},C:\Windows\System32\winlogon.exe,winlogon.exe
"Sep 13, 2026 11:38:36 PM",system,sql-labuser,"csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",smss.exe 00000124 000000cc winlogon.exe {F4203DC9-CD95-4281-BE65-59AFE5730000},C:\Windows\System32\csrss.exe,csrss.exe
"Sep 13, 2026 11:38:36 PM",system,sql-labuser,smss.exe 00000124 000000cc winlogon.exe {F4203DC9-CD95-4281-BE65-59AFE5730000},smss.exe,C:\Windows\System32\smss.exe,smss.exe
"Sep 13, 2026 11:38:11 PM",sql-labuser,sql-labuser,DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},svchost.exe -k DcomLaunch -p,C:\Windows\System32\dllhost.exe,dllhost.exe
"Sep 13, 2026 11:38:11 PM",sql-labuser,sql-labuser,taskhostw.exe KEYROAMING,svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\taskhostw.exe,taskhostw.exe
"Sep 13, 2026 11:38:10 PM",system,sql-labuser,"""LogonUI.exe"" /flags:0x0 /state0:0xa3c11855 /state1:0x41c64e6d",winlogon.exe {F420AE5E-39D0-4571-8A64-BEDC14610000},C:\Windows\System32\LogonUI.exe,LogonUI.exe
"Sep 13, 2026 11:38:10 PM",sql-labuser,sql-labuser,TSTheme.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\TSTheme.exe,TSTheme.exe
"Sep 13, 2026 11:34:23 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=utility --utility-sub-type=edge_xpay_wallet.mojom.EdgeXPayWalletService --lang=en-US --service-sandbox-type=utility --ram-no-pressure-read-main-dll --metrics-shmem-handle=1248,i,14562536737071511486,11293025621459339166,524288 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190709004115666625 --mojo-platform-channel-handle=7048 /prefetch:14",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:33:23 PM",network service,sql-labuser,"""MpCmdRun.exe"" GetDeviceTicket -AccessKey B80A043D-C160-B203-EBAC-963965B32C38 ",MsMpEng.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26080.3-0\MpCmdRun.exe,MpCmdRun.exe
"Sep 13, 2026 11:33:01 PM",system,sql-labuser,"cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\Windows\SystemTemp\RESB644.tmp"" ""c:\Windows\SystemTemp\ot5n1c4w\CSCA1816AFF2AF8420C85B5352A7099F547.TMP""","""csc.exe"" /noconfig /fullpaths @""C:\Windows\SystemTemp\ot5n1c4w\ot5n1c4w.cmdline""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,cvtres.exe
"Sep 13, 2026 11:33:00 PM",system,sql-labuser,"""csc.exe"" /noconfig /fullpaths @""C:\Windows\SystemTemp\ot5n1c4w\ot5n1c4w.cmdline""","powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8}else {chcp 65001}; &  'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8839.16685300.0.16685300-f8c8ffbe8abad62c9ee2ee38b06bf26edb5be29d\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1' }""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,csc.exe
"Sep 13, 2026 11:32:47 PM",system,sql-labuser,conhost.exe 0xffffffff -ForceV1,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8}else {chcp 65001}; &  'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8839.16685300.0.16685300-f8c8ffbe8abad62c9ee2ee38b06bf26edb5be29d\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1' }""",C:\Windows\System32\conhost.exe,conhost.exe
"Sep 13, 2026 11:32:47 PM",system,sql-labuser,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8}else {chcp 65001}; &  'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8839.16685300.0.16685300-f8c8ffbe8abad62c9ee2ee38b06bf26edb5be29d\211ef051-ecf9-4b99-9eed-76e45a831a19.ps1' }""","""SenseIR.exe"" ""OfflineSenseIR"" ""3128"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MjYyMH0=""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe
"Sep 13, 2026 11:32:36 PM",system,sql-labuser,"""SenseIR.exe"" ""OfflineSenseIR"" ""3128"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MjYyMH0=""",MsSense.exe,C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe,SenseIR.exe
"Sep 13, 2026 11:29:49 PM",sql-labuser,sql-labuser,"""Notepad.exe"" /SESSION:5Ug1inCSV06HuIq5kigp3QElQwA6AFwAVQBzAGUAcgBzAFwAcwBxAGwALQBsAGEAYgB1AHMAZQByAFwARABvAHcAbgBsAG8AYQBkAHMAXABtAHkALgBpAG4AaQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQoAAQQKAACrAQAATAMAAAAAAAA=","""Notepad.exe"" ""C:\Users\sql-labuser\Downloads\my.ini""",C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,Notepad.exe
"Sep 13, 2026 11:29:49 PM",sql-labuser,sql-labuser,"""Notepad.exe"" ""C:\Users\sql-labuser\Downloads\my.ini""",msedge.exe,C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,Notepad.exe
"Sep 13, 2026 11:29:44 PM",sql-labuser,sql-labuser,DataExchangeHost.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\DataExchangeHost.exe,DataExchangeHost.exe
"Sep 13, 2026 11:29:39 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=gpu-process --disable-gpu-sandbox --gpu-vendor-id=5140 --gpu-device-id=140 --gpu-sub-system-id=0 --gpu-revision=0 --gpu-driver-version=10.0.26100.9278 --gpu-preferences=WAAAAAAAAADoAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAAAAAAAAAAAADgAAAAAAAAAAAAAAAAAAABCAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAADAAAAAEAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --use-gl=angle --use-angle=d3d11-warp-webgl --skip-read-main-dll --metrics-shmem-handle=8636,i,15832795221217213388,6141077708759440516,262144 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190709003178624776 --mojo-platform-channel-handle=8624 /prefetch:10",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:29:34 PM",system,sql-labuser,"""SearchFilterHost.exe"" 928 3420 3424 912 {5E941D80-BF96-11CD-B579-08002B30BFEB}",SearchIndexer.exe /Embedding,C:\Windows\System32\SearchFilterHost.exe,SearchFilterHost.exe
"Sep 13, 2026 11:29:34 PM",sql-labuser,sql-labuser,"""Notepad.exe"" ""C:\Users\sql-labuser\Downloads\my.ini""",msedge.exe,C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,Notepad.exe
"Sep 13, 2026 11:29:33 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=8304,i,4536323806363941445,6809277478649002140,524288 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190709002241582927 --mojo-platform-channel-handle=8296 /prefetch:14",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:29:28 PM",system,sql-labuser,"""SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe5_ Global\UsGthrCtrlFltPipeMssGthrPipe5 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",SearchIndexer.exe /Embedding,C:\Windows\System32\SearchProtocolHost.exe,SearchProtocolHost.exe
"Sep 13, 2026 11:29:28 PM",sql-labuser,sql-labuser,taskhostw.exe -flow showtoast -checkup recoverability,svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\taskhostw.exe,taskhostw.exe
"Sep 13, 2026 11:29:27 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=utility --utility-sub-type=quarantine.mojom.Quarantine --lang=en-US --service-sandbox-type=none --skip-read-main-dll --metrics-shmem-handle=8284,i,6106297056534106002,6531657176111938457,524288 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190709001304541078 --mojo-platform-channel-handle=8296 /prefetch:14",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:29:27 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=utility --utility-sub-type=edge_collections.mojom.CollectionsDataManager --lang=en-US --service-sandbox-type=collections --skip-read-main-dll --metrics-shmem-handle=8184,i,5291292068019793760,8118481396113188585,524288 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190709000367499229 --mojo-platform-channel-handle=7756 /prefetch:14",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:29:22 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=renderer --pdf-upsell-enabled --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=14 --launch-time-ticks=6447028577 --ram-no-pressure-read-main-dll --metrics-shmem-handle=6476,i,15931957249949506297,17368921483518802582,1048576 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190708999430457380 --mojo-platform-channel-handle=7816 /prefetch:1",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:29:07 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --skip-read-main-dll --metrics-shmem-handle=7868,i,16436147627934886343,12429956122235698972,524288 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190708998493415531 --mojo-platform-channel-handle=7884 /prefetch:14",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:29:07 PM",sql-labuser,sql-labuser,SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\SecurityHealth\10.0.29628.1000-0\SecurityHealthHost.exe,SecurityHealthHost.exe
"Sep 13, 2026 11:29:00 PM",sql-labuser,sql-labuser,"""msedge.exe"" --type=utility --utility-sub-type=PooledProcess2 --lang=en-US --service-sandbox-type=utility --skip-read-main-dll --metrics-shmem-handle=7600,i,252995113658736231,15607117498311871886,524288 --field-trial-handle=2228,i,113868015423832360,17161716163020120083,262144 --variations-seed-version --pseudonymization-salt-handle=2232,i,3883643001191624649,1195969305570449256,4 --trace-process-track-uuid=3190708997556373682 --mojo-platform-channel-handle=7696 /prefetch:14",msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe
"Sep 13, 2026 11:28:58 PM",sql-labuser,sql-labuser,DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},svchost.exe -k DcomLaunch -p,C:\Windows\System32\dllhost.exe,dllhost.exe
"Sep 13, 2026 11:28:58 PM",system,sql-labuser,DllHost.exe /Processid:{6C752774-29FB-4E50-8BB1-97098425A77C},svchost.exe -k DcomLaunch -p,C:\Windows\System32\dllhost.exe,dllhost.exe
"Sep 13, 2026 11:28:57 PM",sql-labuser,sql-labuser,atbroker.exe,winlogon.exe {F420AE5E-39D0-4571-8A64-BEDC14610000},C:\Windows\System32\AtBroker.exe,AtBroker.exe
"Sep 13, 2026 11:28:57 PM",sql-labuser,sql-labuser,taskhostw.exe,svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\taskhostw.exe,taskhostw.exe
"Sep 13, 2026 11:28:56 PM",local service,sql-labuser,"""WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-5a848537-fe73-477e-aeb2-2715efdefd55 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-0a296e23-ed28-440a-aed8-91ae4134a30f -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-1005c690-9777-4d2e-90e3-abd0c4b73cae -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-d34a98d0-a9df-4899-9ff0-ce00322223f8 -LifetimeId:3bde71a0-bc12-4d34-8258-0f9164ac864c -DeviceGroupId: -HostArg:16",services.exe,C:\Windows\System32\WUDFHost.exe,WUDFHost.exe
"Sep 13, 2026 11:28:56 PM",sql-labuser,sql-labuser,rdpclip,svchost.exe -k NetworkService -s TermService,C:\Windows\System32\rdpclip.exe,rdpclip.exe
"Sep 13, 2026 11:28:56 PM",sql-labuser,sql-labuser,TSTheme.exe -Embedding,svchost.exe -k DcomLaunch -p,C:\Windows\System32\TSTheme.exe,TSTheme.exe
"Sep 13, 2026 11:28:56 PM",system,sql-labuser,"""MoUsoCoreWorker.exe"" useprivatenamespaces",svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\UUS\amd64\MoUsoCoreWorker.exe,MoUsoCoreWorker.exe
"Sep 13, 2026 11:28:56 PM",system,sql-labuser,/QuitInfo:0000000000000364;0000000000000368; ,svchost.exe -k LocalSystemNetworkRestricted -p -s TextInputManagementService,C:\Windows\System32\ctfmon.exe,ctfmon.exe
"Sep 13, 2026 11:28:56 PM",dwm-3,sql-labuser,dwm.exe,winlogon.exe {F4204014-FE44-4702-9522-B5EAAD3A0000},C:\Windows\System32\dwm.exe,dwm.exe
"Sep 13, 2026 11:28:56 PM",system,sql-labuser,"""LogonUI.exe"" /flags:0x2 /state0:0xa3c54855 /state1:0x41c64e6d",winlogon.exe {F4204014-FE44-4702-9522-B5EAAD3A0000},C:\Windows\System32\LogonUI.exe,LogonUI.exe
"Sep 13, 2026 11:28:55 PM",local service,sql-labuser,"""WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-9d6f5e26-c5d7-4d52-9c19-989d5fc0dad4 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-b1f84f75-5e19-468f-8c2c-0f4260a3916a -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-8d51cc61-1129-47ae-bb2a-a18e5a9d7cb7 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-a24f1bc8-5af0-4b78-a6ea-90428e8fc513 -LifetimeId:1fba1f80-b568-4c04-a06c-2a83bedf7045 -DeviceGroupId: -HostArg:16",services.exe,C:\Windows\System32\WUDFHost.exe,WUDFHost.exe
"Sep 13, 2026 11:28:55 PM",umfd-3,sql-labuser,fontdrvhost.exe,winlogon.exe {F4204014-FE44-4702-9522-B5EAAD3A0000},C:\Windows\System32\fontdrvhost.exe,fontdrvhost.exe
"Sep 13, 2026 11:28:55 PM",system,sql-labuser,winlogon.exe {F4204014-FE44-4702-9522-B5EAAD3A0000},smss.exe 0000010c 000000cc winlogon.exe {F4204014-FE44-4702-9522-B5EAAD3A0000},C:\Windows\System32\winlogon.exe,winlogon.exe
"Sep 13, 2026 11:28:55 PM",system,sql-labuser,"csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",smss.exe 0000010c 000000cc winlogon.exe {F4204014-FE44-4702-9522-B5EAAD3A0000},C:\Windows\System32\csrss.exe,csrss.exe
"Sep 13, 2026 11:28:55 PM",system,sql-labuser,smss.exe 0000010c 000000cc winlogon.exe {F4204014-FE44-4702-9522-B5EAAD3A0000},smss.exe,C:\Windows\System32\smss.exe,smss.exe
